Tm,Week,Percent Capacity,Year,Away Team Wins,Home Team Wins,Time,International
SF,1,1.029182481751825,2015,0,0,0,0
TB,1,0.9238203935392528,2015,0,0,0,0
WAS,1,0.9001411764705882,2015,0,0,0,0
BUF,2,0.9895263099095073,2015,1,1,0,0
CAR,2,0.9784551270920432,2015,0,1,0,0
CHI,2,1.0138373983739837,2015,1,0,0,0
CIN,2,0.8788674349385637,2015,1,1,0,0
CLE,2,1.0,2015,1,0,0,0
GB,2,0.9630652865264424,2015,0,1,0,0
IND,2,0.9734328358208956,2015,1,0,0,0
JAX,2,0.9646953035172028,2015,1,0,0,0
KC,2,0.9998429648241206,2015,1,1,0,0
LV,2,0.954385714540557,2015,0,0,0,0
MIN,2,0.9960780580675869,2015,0,0,0,0
NO,2,0.9972407387170801,2015,0,0,0,0
NYG,2,0.9415515151515151,2015,1,0,0,0
PHI,2,0.995689407437209,2015,1,0,0,0
PIT,2,0.971812865497076,2015,1,0,0,0
WAS,2,0.8524705882352941,2015,1,0,0,0
ARI,3,1.004148264984227,2015,1,2,0,0
BAL,3,0.9994648490310951,2015,2,0,0,0
CAR,3,0.9804319660197417,2015,0,2,0,0
CLE,3,1.0,2015,1,1,0,0
DAL,3,1.1293125,2015,2,2,0,0
DET,3,0.968,2015,2,0,0,0
GB,3,0.9603762232782014,2015,1,2,0,0
HOU,3,0.9930490168928274,2015,1,0,0,0
LAR,3,0.7944393939393939,2015,1,1,0,0
MIA,3,0.9930043168110706,2015,1,1,0,0
MIN,3,0.9976201808662541,2015,1,1,0,0
NE,3,1.0,2015,1,2,0,0
NYG,3,0.9221939393939393,2015,1,0,0,0
NYJ,3,0.9473939393939393,2015,0,2,0,0
SEA,3,1.0000289855072464,2015,0,0,0,0
TEN,3,0.9533864599453307,2015,0,1,0,0
ARI,4,0.9959936908517351,2015,1,3,0,0
ATL,4,0.9814118043466052,2015,1,3,0,0
BUF,4,0.9869986593676684,2015,1,2,0,0
CHI,4,1.014780487804878,2015,2,0,0,0
CIN,4,0.8776310768526292,2015,1,3,0,0
DEN,4,1.0118752052545157,2015,2,3,0,0
IND,4,0.9792388059701492,2015,1,1,0,0
LAC,4,0.9029067048369496,2015,1,1,0,0
MIA,4,0.9765813953488373,2015,2,1,0,1
NO,4,0.9972817178450443,2015,2,0,0,0
PIT,4,0.9346345029239767,2015,0,2,0,0
SEA,4,1.000072463768116,2015,0,1,0,0
SF,4,1.0335620437956203,2015,3,1,0,0
TB,4,0.8302464676818169,2015,3,1,0,0
WAS,4,0.8796117647058823,2015,1,1,0,0
ATL,5,0.9852586061661145,2015,2,4,0,0
BAL,5,1.0005351509689049,2015,1,1,0,0
CIN,5,0.9922002594825613,2015,2,4,0,0
DAL,5,1.163175,2015,3,2,0,0
DET,5,0.9356307692307693,2015,3,0,0,0
GB,5,0.963053007698825,2015,2,4,0,0
HOU,5,0.9932428690113542,2015,2,1,0,0
KC,5,0.9919257747068677,2015,1,1,0,0
LAC,5,0.9588582928246482,2015,2,2,0,0
LV,5,0.972224699859072,2015,4,2,0,0
NYG,5,0.9516969696969697,2015,1,2,0,0
PHI,5,0.995689407437209,2015,1,1,0,0
TB,5,0.8450114132162154,2015,1,1,0,0
TEN,5,0.9497707649364361,2015,2,1,0,0
BUF,6,0.9718606859568764,2015,5,3,0,0
CLE,6,1.0,2015,5,2,0,0
DET,6,0.8868923076923076,2015,2,0,0,0
GB,6,0.96307756535406,2015,2,5,0,0
IND,6,0.9959104477611941,2015,4,3,0,0
JAX,6,0.8562310209617029,2015,1,1,0,0
MIN,6,0.9991432651118515,2015,1,2,0,0
NO,6,0.9974046552289367,2015,5,1,0,0
NYJ,6,0.9473939393939393,2015,2,3,0,0
PHI,6,0.995689407437209,2015,3,2,0,0
PIT,6,0.9334210526315789,2015,4,3,0,0
SEA,6,1.0002898550724637,2015,4,2,0,0
SF,6,1.0335620437956203,2015,1,1,0,0
TEN,6,0.901638632978031,2015,1,1,0,0
ARI,7,1.0208517350157729,2015,1,4,0,0
CAR,7,0.9910107256868848,2015,3,5,0,0
DET,7,0.9266307692307693,2015,3,1,0,0
IND,7,0.9913432835820896,2015,2,3,0,0
JAX,7,0.9769883720930232,2015,3,1,0,1
KC,7,0.9993326005025126,2015,4,1,0,0
LAC,7,0.9572143251938039,2015,2,2,0,0
LAR,7,0.7806515151515151,2015,2,2,0,0
MIA,7,0.9988519119493005,2015,2,2,0,0
NE,7,1.0,2015,4,5,0,0
NYG,7,0.9735636363636364,2015,2,3,0,0
SF,7,1.0335620437956203,2015,2,2,0,0
TEN,7,0.915913396873147,2015,5,1,0,0
WAS,7,0.8577882352941176,2015,2,2,0,0
ATL,8,0.9901162464199472,2015,2,6,0,0
BAL,8,0.9974791572780531,2015,2,1,0,0
CAR,8,0.9902360185395435,2015,3,6,0,0
CHI,8,1.0131869918699188,2015,4,2,0,0
CLE,8,1.0,2015,5,2,0,0
DAL,8,1.143575,2015,3,2,0,0
DEN,8,1.01247947454844,2015,6,6,0,0
HOU,8,0.9918305178620881,2015,1,2,0,0
KC,8,0.9723720930232558,2015,1,2,0,1
LAR,8,0.7758636363636363,2015,2,3,0,0
LV,8,0.975792496922775,2015,4,3,0,0
NE,8,1.0,2015,3,6,0,0
NO,8,0.9974183149382582,2015,4,3,0,0
PIT,8,0.9466374269005848,2015,6,4,0,0
BUF,9,0.9805329013518043,2015,3,3,0,0
CAR,9,0.994577049968611,2015,6,7,0,0
CIN,9,1.004594367702053,2015,2,7,0,0
DAL,9,1.1478375,2015,3,2,0,0
IND,9,0.9984179104477612,2015,7,3,0,0
LAC,9,0.9641728433553947,2015,2,2,0,0
MIN,9,0.997734412184674,2015,4,5,0,0
NE,9,1.0,2015,3,7,0,0
NO,9,0.9981832586602557,2015,1,4,0,0
NYJ,9,0.9473939393939393,2015,2,4,0,0
PIT,9,0.9578947368421052,2015,4,4,0,0
SF,9,1.0335620437956203,2015,6,2,0,0
TB,9,0.9296859198474385,2015,4,3,0,0
BAL,10,0.9975918206399279,2015,2,2,0,0
CIN,10,0.9368999465771197,2015,3,8,0,0
DEN,10,1.0111395730706076,2015,3,7,0,0
GB,10,0.9642072174948736,2015,1,6,0,0
LAR,10,0.8886818181818181,2015,3,4,0,0
LV,10,0.975792496922775,2015,6,4,0,0
NYG,10,0.9825575757575757,2015,8,5,0,0
NYJ,10,0.9473939393939393,2015,4,5,0,0
PHI,10,1.0,2015,3,4,0,0
PIT,10,0.9415497076023391,2015,2,5,0,0
SEA,10,1.000072463768116,2015,6,4,0,0
TB,10,0.9262475078736745,2015,2,3,0,0
TEN,10,0.9197026452424685,2015,8,2,0,0
WAS,10,0.8833647058823529,2015,4,3,0,0
ARI,11,1.0212145110410094,2015,8,7,0,0
ATL,11,0.9888386589543438,2015,4,6,0,0
BAL,11,1.001366043262731,2015,4,2,0,0
CAR,11,0.9940026981179959,2015,4,9,0,0
CHI,11,1.0159837398373983,2015,7,4,0,0
DET,11,0.9261846153846154,2015,4,2,0,0
HOU,11,0.9930490168928274,2015,5,4,0,0
JAX,11,0.8862436982222354,2015,2,3,0,0
LAC,11,0.9330508354473435,2015,4,2,0,0
MIA,11,0.9967700456173653,2015,2,4,0,0
MIN,11,1.0000761542122798,2015,6,7,0,0
NE,11,1.0,2015,5,9,0,0
PHI,11,1.0,2015,4,4,0,0
SEA,11,0.9998985507246377,2015,3,4,0,0
ATL,12,0.9913236367720559,2015,7,6,0,0
CIN,12,0.9314202854308173,2015,4,8,0,0
CLE,12,0.9547537482760154,2015,3,2,0,0
DAL,12,1.1363625,2015,10,3,0,0
DEN,12,1.0111001642036124,2015,10,8,0,0
DET,12,0.9914615384615385,2015,4,3,0,0
GB,12,0.9637406220454071,2015,4,7,0,0
HOU,12,0.9938798116865134,2015,4,5,0,0
IND,12,0.9805373134328358,2015,5,5,0,0
JAX,12,0.8767504938235208,2015,2,4,0,0
KC,12,0.9486625837520938,2015,5,5,0,0
NYJ,12,0.9473939393939393,2015,4,5,0,0
SEA,12,1.0007971014492754,2015,6,5,0,0
SF,12,1.0335620437956203,2015,8,3,0,0
TEN,12,0.8399259505662179,2015,4,2,0,0
WAS,12,0.9102,2015,5,4,0,0
BUF,13,0.9572114847503073,2015,6,5,0,0
CHI,13,1.009560975609756,2015,3,5,0,0
CLE,13,0.9606115881419525,2015,9,2,0,0
DET,13,0.9724153846153846,2015,7,4,0,0
LAC,13,0.9726477799350917,2015,9,3,0,0
LAR,13,0.7744696969696969,2015,9,4,0,0
LV,13,0.9813225823715147,2015,6,5,0,0
MIA,13,0.9876465725744726,2015,4,4,0,0
MIN,13,0.9981913374583532,2015,6,8,0,0
NE,13,1.0,2015,4,10,0,0
NO,13,0.9984837722653261,2015,11,4,0,0
NYG,13,0.9805818181818182,2015,6,5,0,0
PIT,13,0.8582017543859649,2015,6,6,0,0
TB,13,0.841125140859314,2015,6,5,0,0
TEN,13,0.8295127489406013,2015,4,2,0,0
WAS,13,0.9464,2015,3,5,0,0
ARI,14,1.0218296529968454,2015,8,10,0,0
BAL,14,1.002408179360072,2015,7,4,0,0
CAR,14,0.9940294121575594,2015,6,12,0,0
CHI,14,0.9922926829268293,2015,5,5,0,0
CIN,14,1.00074792032359,2015,7,10,0,0
CLE,14,0.9478726401803325,2015,4,2,0,0
DEN,14,1.0091822660098522,2015,5,10,0,0
GB,14,0.96227944155892,2015,4,8,0,0
HOU,14,0.995679867072833,2015,10,6,0,0
JAX,14,0.919425690615879,2015,6,4,0,0
KC,14,0.9463201423785594,2015,3,7,0,0
LAR,14,0.7757878787878788,2015,4,4,0,0
MIA,14,1.0012552429354316,2015,5,5,0,0
NYJ,14,0.9473939393939393,2015,3,7,0,0
PHI,14,1.0,2015,6,5,0,0
TB,14,0.8977144673350862,2015,4,6,0,0
BAL,15,0.9969440063091483,2015,8,4,0,0
DAL,15,1.1293125,2015,8,4,0,0
IND,15,0.9863134328358208,2015,6,6,0,0
JAX,15,0.9436598956337157,2015,6,5,0,0
LAC,15,0.9449412565014668,2015,5,3,0,0
LAR,15,0.7771969696969697,2015,6,5,0,0
LV,15,0.9826961842410403,2015,9,6,0,0
MIN,15,0.9980199904807234,2015,5,8,0,0
NE,15,1.0,2015,3,11,0,0
NO,15,0.9973909955196153,2015,4,5,0,0
NYG,15,0.9628606060606061,2015,13,6,0,0
PHI,15,1.0,2015,11,6,0,0
PIT,15,0.982953216374269,2015,10,8,0,0
SEA,15,1.0000289855072464,2015,3,8,0,0
SF,15,1.0335620437956203,2015,10,4,0,0
WAS,15,0.942635294117647,2015,6,6,0,0
ARI,16,1.0233123028391167,2015,10,12,0,0
ATL,16,0.9965322625933621,2015,14,7,0,0
BAL,16,1.003562978819288,2015,9,4,0,0
BUF,16,0.9799463747067366,2015,4,6,0,0
DEN,16,1.00976026272578,2015,11,10,0,0
DET,16,0.9432769230769231,2015,4,5,0,0
KC,16,0.9044571817420436,2015,3,9,0,0
LV,16,0.9704408013272205,2015,4,6,0,0
MIA,16,1.0023880231454552,2015,6,5,0,0
MIN,16,0.9986673012851023,2015,6,9,0,0
NO,16,0.9980330018577205,2015,5,5,0,0
NYJ,16,0.9473939393939393,2015,12,9,0,0
PHI,16,1.0,2015,7,6,0,0
SEA,16,1.001159420289855,2015,6,9,0,0
TB,16,0.9207720535120922,2015,5,6,0,0
TEN,16,0.8989051675513067,2015,7,3,0,0
ARI,17,1.0196529968454258,2015,9,13,0,0
ATL,17,0.9785337226933228,2015,6,8,0,0
BUF,17,0.95897106468551,2015,10,7,0,0
CAR,17,0.9906768001923411,2015,6,14,0,0
CHI,17,0.9947479674796748,2015,6,6,0,0
CIN,17,0.8739067389147523,2015,5,11,0,0
CLE,17,0.9890554789340215,2015,9,3,0,0
DAL,17,1.1265875,2015,8,4,0,0
DEN,17,1.0094449917898194,2015,4,11,0,0
GB,17,0.9628074311464742,2015,10,10,0,0
HOU,17,0.9955552478537801,2015,5,8,0,0
IND,17,0.981089552238806,2015,3,7,0,0
KC,17,0.9960479480737019,2015,7,10,0,0
MIA,17,0.9631387196522059,2015,12,5,0,0
NYG,17,0.9457333333333333,2015,6,6,0,0
SF,17,1.0335620437956203,2015,7,4,0,0
ARI,1,1.0230914826498423,2016,0,0,0,0
ATL,1,0.9740832256977593,2016,0,0,0,0
BAL,1,1.0013519603424965,2016,0,0,0,0
DAL,1,1.1608375,2016,0,0,0,0
DEN,1,1.009431855500821,2016,0,0,0,0
HOU,1,0.9960260315702022,2016,0,0,0,0
IND,1,0.9785970149253731,2016,0,0,0,0
JAX,1,0.9313216781155105,2016,0,0,0,0
KC,1,0.958411850921273,2016,0,0,0,0
NO,1,0.9975412523221506,2016,0,0,0,0
NYJ,1,0.9473939393939393,2016,0,0,0,0
PHI,1,1.0,2016,0,0,0,0
SEA,1,1.0001739130434784,2016,0,0,0,0
SF,1,1.0244963503649636,2016,0,0,0,0
TEN,1,0.9229567707504737,2016,0,0,0,0
WAS,1,0.9649268292682927,2016,0,0,0,0
ARI,2,1.0130914826498423,2016,1,0,0,0
BUF,2,0.9811194279968719,2016,0,0,0,0
CAR,2,0.9903295176780157,2016,1,0,0,0
CHI,2,1.0124878048780488,2016,1,0,0,0
CLE,2,1.0,2016,7,1,0,0
DEN,2,1.0033366174055829,2016,0,1,0,0
DET,2,0.8994769230769231,2016,0,1,0,0
HOU,2,0.9954306286347272,2016,1,1,0,0
LAC,2,0.7392894091637023,2016,0,0,0,0
LAR,2,1.160309429441676,2016,1,0,0,0
LV,2,0.9647501650106142,2016,0,1,0,0
MIN,2,1.002370414822594,2016,1,1,0,0
NE,2,1.0,2016,0,1,0,0
NYG,2,0.9421454545454545,2016,7,10,0,0
PIT,2,0.951345029239766,2016,1,1,0,0
WAS,2,0.9830731707317073,2016,12,0,0,0
BUF,3,0.9586498715227348,2016,1,0,0,0
CAR,3,0.9859217011500394,2016,2,1,0,0
CIN,3,0.9745859726780127,2016,2,1,0,0
DAL,3,1.131925,2016,0,1,0,0
GB,3,0.9627951523188566,2016,1,1,0,0
IND,3,0.9663731343283583,2016,1,0,0,0
JAX,3,0.8863321442259501,2016,2,0,0,0
KC,3,0.9368064279731994,2016,1,1,0,0
MIA,3,0.9977038238986009,2016,0,0,0,0
NE,3,1.0,2016,2,2,0,0
NO,3,0.997199759589116,2016,1,0,0,0
NYG,3,0.9499151515151515,2016,0,2,0,0
PHI,3,1.0,2016,2,2,0,0
SEA,3,1.000144927536232,2016,1,1,0,0
TB,3,0.7947210263226329,2016,1,1,0,0
TEN,3,0.9020435908190272,2016,1,1,0,0
ARI,4,1.0192744479495268,2016,2,1,0,0
ATL,4,0.9898916156567642,2016,1,2,0,0
BAL,4,1.0020279405137449,2016,2,3,0,0
CHI,4,0.9892845528455284,2016,1,0,0,0
CIN,4,0.9285507135770434,2016,1,1,0,0
HOU,4,0.9943921351426198,2016,1,2,0,0
JAX,4,0.974,2016,1,0,0,1
LAC,4,0.8594124232933207,2016,0,1,0,0
MIN,4,1.0005250918910809,2016,2,3,0,0
NE,4,1.0,2016,1,3,0,0
NYJ,4,0.9473939393939393,2016,2,1,0,0
PIT,4,0.8958771929824562,2016,2,2,0,0
SF,4,1.0244963503649636,2016,2,1,0,0
TB,4,0.8722442139327921,2016,3,1,0,0
WAS,4,0.9298658536585366,2016,0,1,0,0
BAL,5,1.0043657052726453,2016,2,3,0,0
CAR,5,0.9807391774747218,2016,1,1,0,0
CLE,5,1.0,2016,3,0,0,0
DAL,5,1.1456625,2016,2,3,0,0
DEN,5,1.0088932676518882,2016,3,4,0,0
DET,5,0.8930307692307692,2016,3,1,0,0
GB,5,0.9626723640426812,2016,2,2,0,0
IND,5,0.9943582089552239,2016,1,1,0,0
LAR,5,1.0664228274306395,2016,2,3,0,0
LV,5,0.9682109281624062,2016,1,3,0,0
MIA,5,0.9862076355509292,2016,1,1,0,0
MIN,5,1.0004200735128648,2016,3,4,0,0
PIT,5,0.9705409356725146,2016,1,3,0,0
SF,5,1.0244963503649636,2016,1,1,0,0
ARI,6,1.020646687697161,2016,1,2,0,0
BUF,6,0.9775863032063457,2016,1,3,0,0
CHI,6,0.9927479674796748,2016,1,1,0,0
DET,6,0.8618153846153846,2016,3,2,0,0
GB,6,0.9636546702520843,2016,4,3,0,0
HOU,6,0.995444475214622,2016,2,3,0,0
LAC,6,0.8347954252349031,2016,4,1,0,0
LV,6,0.9670692331020212,2016,2,4,0,0
MIA,6,1.0003826960168998,2016,4,1,0,0
NE,6,1.0,2016,2,4,0,0
NO,6,0.999043820347503,2016,1,1,0,0
NYG,6,0.9513575757575757,2016,3,2,0,0
SEA,6,1.0010289855072463,2016,4,3,0,0
TEN,6,0.8807399158266201,2016,0,2,0,0
WAS,6,0.9626097560975609,2016,3,3,0,0
ARI,7,1.026640378548896,2016,0,0,0,0
ATL,7,0.9804009659122817,2016,2,4,0,0
CIN,7,0.9928565977257117,2016,0,2,0,0
DEN,7,1.009720853858785,2016,4,4,0,0
DET,7,0.9301692307692307,2016,4,3,0,0
GB,7,0.9604130597610541,2016,1,3,0,0
JAX,7,0.9229930127657066,2016,4,2,0,0
KC,7,0.9982464405360134,2016,2,3,0,0
LAR,7,0.98828,2016,3,3,0,1
MIA,7,1.0050822031044302,2016,4,2,0,0
NYJ,7,0.9473939393939393,2016,3,1,0,0
PHI,7,1.0,2016,5,3,0,0
PIT,7,0.9650438596491228,2016,5,4,0,0
SF,7,1.0244963503649636,2016,2,1,0,0
TEN,7,0.9468782089293204,2016,2,3,0,0
ATL,8,0.9850760936710282,2016,4,4,0,0
BUF,8,0.983716903139314,2016,6,4,0,0
CAR,8,0.9895948815900196,2016,0,1,0,0
CHI,8,0.9824715447154472,2016,5,1,0,0
CIN,8,0.9824186046511628,2016,0,0,0,1
CLE,8,1.0,2016,2,0,0,0
DAL,8,1.1637875,2016,4,5,0,0
DEN,8,1.008288998357964,2016,3,5,0,0
HOU,8,0.995319855995569,2016,4,4,0,0
IND,8,0.9763731343283583,2016,4,3,0,0
NO,8,0.9997268058135723,2016,0,2,0,0
TB,8,0.8822560605622815,2016,5,3,0,0
TEN,8,0.8911820430123079,2016,2,3,0,0
BAL,9,1.0039150518251465,2016,4,3,0,0
CLE,9,1.0,2016,6,0,0,0
GB,9,0.9631144018369127,2016,3,4,0,0
KC,9,0.9591446817420436,2016,2,5,0,0
LAC,9,0.7409333767945465,2016,4,3,0,0
LAR,9,1.0973912600201359,2016,2,3,0,0
LV,9,0.9803771161496334,2016,6,6,0,0
MIA,9,1.0060619049076938,2016,3,3,0,0
MIN,9,1.0022803990698372,2016,4,5,0,0
NYG,9,0.9734424242424242,2016,4,4,0,0
SEA,9,1.0012173913043478,2016,4,-1,0,0
SF,9,1.0244963503649636,2016,3,1,0,0
TB,9,0.834999566586726,2016,5,3,0,0
ARI,10,1.0272397476340693,2016,1,-1,0,0
BAL,10,0.9987747859396124,2016,0,4,0,0
CAR,10,0.9908370844297221,2016,6,3,0,0
JAX,10,0.9152834694419058,2016,5,2,0,0
LAC,10,0.7809838295942518,2016,4,4,0,0
NE,10,1.0,2016,-1,7,0,0
NO,10,0.999043820347503,2016,6,4,0,0
NYG,10,0.9238545454545455,2016,0,5,0,0
NYJ,10,0.9473939393939393,2016,3,3,0,0
PHI,10,1.0,2016,6,4,0,0
PIT,10,0.9903070175438596,2016,7,4,0,0
TB,10,0.9086942702765177,2016,2,3,0,0
TEN,10,0.9996095049390393,2016,4,4,0,0
WAS,10,0.9538536585365853,2016,5,-1,0,0
CAR,11,0.9789092657646226,2016,4,3,0,0
CIN,11,0.9365183545752881,2016,4,0,0,0
CLE,11,1.0,2016,4,0,0,0
DAL,11,1.1632,2016,5,8,0,0
DET,11,0.9459384615384615,2016,2,5,0,0
IND,11,0.970865671641791,2016,5,4,0,0
KC,11,0.9458359505862647,2016,4,7,0,0
LAR,11,1.0639249620859725,2016,5,4,0,0
LV,11,0.9213614457831325,2016,6,7,0,1
MIN,11,1.0022954016952967,2016,0,5,0,0
NYG,11,0.9563393939393939,2016,2,6,0,0
SEA,11,1.0027536231884058,2016,5,-1,0,0
SF,11,1.0244963503649636,2016,7,1,0,0
WAS,11,0.9406951219512195,2016,4,-1,0,0
ATL,12,0.9719913517156175,2016,0,6,0,0
BAL,12,0.9985212933753943,2016,0,5,0,0
BUF,12,0.9475058652664506,2016,2,5,0,0
CHI,12,0.9673821138211383,2016,5,2,0,0
CLE,12,0.890302679776364,2016,7,0,0,0
DAL,12,1.1637375,2016,0,9,0,0
DEN,12,1.0091165845648604,2016,7,7,0,0
DET,12,0.9814307692307692,2016,6,6,0,0
HOU,12,0.9955275546939906,2016,4,6,0,0
IND,12,0.993776119402985,2016,5,5,0,0
LV,12,0.9795208448543447,2016,4,8,0,0
MIA,12,1.008113155558277,2016,1,6,0,0
NO,12,0.9980739809856847,2016,4,4,0,0
NYJ,12,0.9473939393939393,2016,8,3,0,0
PHI,12,1.0,2016,4,5,0,0
TB,12,0.9199052269640845,2016,0,5,0,0
ARI,13,1.0242744479495267,2016,0,-1,0,0
ATL,13,0.9810608187791318,2016,8,7,0,0
BAL,13,0.9987043713384407,2016,7,6,0,0
CHI,13,0.9720650406504066,2016,1,2,0,0
CIN,13,0.8464626421430207,2016,5,-1,0,0
GB,13,0.9561154700949154,2016,6,5,0,0
JAX,13,0.9297886140511218,2016,7,2,0,0
LAC,13,0.7629143577897138,2016,6,5,0,0
LV,13,0.9768449970565675,2016,6,9,0,0
MIN,13,1.0030755382191883,2016,10,6,0,0
NE,13,1.0,2016,4,9,0,0
NO,13,0.9990301606381816,2016,7,5,0,0
NYJ,13,0.9473939393939393,2016,5,3,0,0
PIT,13,0.9623538011695907,2016,8,6,0,0
SEA,13,1.0015072463768115,2016,4,-1,0,0
BUF,14,0.9727544408445984,2016,7,6,0,0
CAR,14,0.9864960530006545,2016,5,4,0,0
CLE,14,0.8902136999302991,2016,-1,0,0,0
DET,14,0.9496307692307693,2016,3,8,0,0
GB,14,0.9584484473422478,2016,0,6,0,0
IND,14,0.9738805970149254,2016,6,6,0,0
JAX,14,0.9242754798195701,2016,6,2,0,0
KC,14,0.9839693257956449,2016,10,9,0,0
LAR,14,1.051333681675099,2016,7,4,0,0
MIA,14,1.0064905244466216,2016,0,7,0,0
NE,14,1.0,2016,7,10,0,0
NYG,14,0.9802909090909091,2016,11,8,0,0
PHI,14,1.0,2016,-1,5,0,0
SF,14,1.0244963503649636,2016,3,1,0,0
TB,14,0.8977433615533532,2016,5,7,0,0
TEN,14,0.994750010847085,2016,8,6,0,0
ARI,15,1.026372239747634,2016,5,0,0,0
ATL,15,0.9850620542483293,2016,1,8,0,0
BAL,15,1.003027827850383,2016,5,7,0,0
BUF,15,0.9290721707071835,2016,0,6,0,0
CHI,15,0.9940975609756098,2016,7,3,0,0
CIN,15,0.9478134778295046,2016,8,0,0,0
DAL,15,1.1637625,2016,8,11,0,0
DEN,15,1.010088669950739,2016,11,8,0,0
HOU,15,0.9942259761838825,2016,2,7,0,0
KC,15,0.890965242881072,2016,7,10,0,0
LAC,15,0.9686937543402163,2016,10,5,0,0
MIN,15,1.0024754332008101,2016,6,7,0,0
NYG,15,0.9628363636363636,2016,9,9,0,0
NYJ,15,0.9473939393939393,2016,8,4,0,0
SEA,15,1.0009710144927537,2016,4,-1,0,0
WAS,15,0.9352317073170732,2016,5,0,0,0
BUF,16,0.9033906826052955,2016,9,7,0,0
CAR,16,0.9823954479276584,2016,9,6,0,0
CHI,16,0.9423252032520325,2016,-1,3,0,0
CLE,16,0.8493422906378372,2016,5,0,0,0
DAL,16,1.1610625,2016,9,12,0,0
GB,16,0.9559804029911224,2016,7,8,0,0
HOU,16,0.9946829133204098,2016,0,8,0,0
JAX,16,0.8788731979126743,2016,8,2,0,0
KC,16,1.003336997487437,2016,8,10,0,0
LAR,16,1.0661297105789695,2016,1,4,0,0
LV,16,0.979288938045204,2016,7,11,0,0
NE,16,1.0,2016,4,12,0,0
NO,16,0.9995765490110371,2016,8,6,0,0
PHI,16,1.0,2016,10,5,0,0
PIT,16,0.9689473684210527,2016,8,9,0,0
SEA,16,1.0007246376811594,2016,-1,0,0,0
ATL,17,0.9944825068793172,2016,7,10,0,0
CIN,17,0.8386476379455087,2016,8,-1,0,0
DEN,17,1.0093399014778326,2016,12,8,0,0
DET,17,1.0206923076923078,2016,9,9,0,0
IND,17,0.9725373134328358,2016,3,7,0,0
LAC,17,0.7782627797225096,2016,11,5,0,0
LAR,17,1.02882740515121,2016,-1,4,0,0
MIA,17,1.0128126626458072,2016,13,10,0,0
MIN,17,1.0022954016952967,2016,3,7,0,0
NYJ,17,0.9473939393939393,2016,7,4,0,0
PHI,17,1.0,2016,13,6,0,0
PIT,17,0.8175584795321638,2016,1,10,0,0
SF,17,1.0244963503649636,2016,-1,2,0,0
TB,17,0.8962553093126066,2016,6,8,0,0
TEN,17,0.9430455722198922,2016,9,8,0,0
WAS,17,0.9691585365853659,2016,10,0,0,0
BUF,1,0.9601022232152832,2017,0,0,0,0
CHI,1,1.0058048780487805,2017,0,0,0,0
CIN,1,0.843379378768221,2017,0,0,0,0
CLE,1,1.0,2017,0,0,0,0
DAL,1,1.1647875,2017,0,0,1,0
DEN,1,1.0026141215106732,2017,0,0,2,0
DET,1,0.9378,2017,0,0,0,0
GB,1,0.9624267874903304,2017,0,0,0,0
HOU,1,0.9929382442536694,2017,0,0,0,0
LAR,1,0.7662839155313699,2017,0,0,0,0
MIN,1,0.9992648713524866,2017,0,0,2,0
NE,1,0.9857696509000583,2017,0,0,3,0
SF,1,1.0244963503649636,2017,0,0,0,0
TEN,1,0.9992190098780788,2017,0,0,0,0
WAS,1,0.9595731707317073,2017,0,0,0,0
ATL,2,0.9975492957746479,2017,1,1,0,0
BAL,2,0.994324583145561,2017,0,1,0,0
CAR,2,0.990049020262599,2017,1,1,0,0
CIN,2,0.8080897504388308,2017,0,0,0,0
DEN,2,1.0104302134646963,2017,1,1,0,0
IND,2,0.9423432835820895,2017,0,0,0,0
JAX,2,0.9096524072054011,2017,0,1,0,0
KC,2,0.9810903475711893,2017,1,1,0,0
LAC,2,0.940037037037037,2017,0,0,0,0
LAR,2,0.7214752698586667,2017,0,1,0,0
LV,2,0.976309827497012,2017,0,1,0,0
